id,video_id,type,payload,timestamp
1,3,VIDEO_QUALITY_INCREASE_REQUESTED,{},2022-12-30T08:20:16.479
2,3,VIDEO_QUALITY_INCREASE_COMPLETED,{},2022-12-30T08:20:19.600
3,3,VIDEO_QUALITY_INCREASE_REQUESTED,{},2022-12-30T08:36:21.374
4,3,VIDEO_QUALITY_INCREASE_COMPLETED,{},2022-12-30T08:36:24.078
